time	ctime	afmax	afmean	afrms	afxa	afya	aasp	efsp	aaxsx	efxsx	aaxsy	efxsy	efxs	ektc	ekrc	ekac	ekte	ekre	ekae	cft	sfxy	sfth	cmf	afxrms	afyrms	afzrms	ekrate	efktc	efkte	efkrate	cut	scix	sthe	sad	srd	crpm	ccrpm	cfr	ccfr	cpx	cpy	cpz	cm	ct	csn	cbn	cls	clx	cly	clz	echtlevel	easp	easpfq	esound	esoundfq	
260402 18:41:33.930	1040.700						7.672	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	19.705	4.179	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.030	1040.800						7.569	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	20.000	3.801	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.130	1040.900						7.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	20.394	3.296	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.230	1041.000						7.643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	20.591	3.044	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.330	1041.100						7.587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	20.984	2.539	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.430	1041.200						7.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	21.181	2.287	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.530	1041.300						7.577	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	21.575	1.783	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.630	1041.400						7.497	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	21.870	1.404	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.730	1041.500						7.588	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	22.166	1.026	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.830	1041.600						7.605	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	22.461	0.647	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:34.930	1041.700						7.549	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	22.855	0.143	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.030	1041.800						7.585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	23.051	-0.110	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.130	1041.900						7.523	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	23.445	-0.614	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.230	1042.000						7.517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	23.642	-0.866	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.330	1042.100						7.592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	24.036	-1.371	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.430	1042.200						7.597	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	24.429	-1.876	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.530	1042.300						7.574	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	24.626	-2.128	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.630	1042.400						7.563	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	24.921	-2.506	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.730	1042.500						7.511	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	25.217	-2.885	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.830	1042.600						7.589	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	25.512	-3.263	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:35.930	1042.700						7.600	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	25.906	-3.768	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.030	1042.800						7.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	26.103	-4.020	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.130	1042.900						7.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	26.496	-4.525	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.230	1043.000						7.527	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	26.890	-5.029	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.330	1043.100						7.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	27.087	-5.282	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.430	1043.200						7.538	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	27.481	-5.786	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.530	1043.300						7.593	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	27.677	-6.038	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.630	1043.400						7.556	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	28.071	-6.543	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.730	1043.500						7.449	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	28.366	-6.921	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.830	1043.600						7.492	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	28.662	-7.300	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:36.930	1043.700						7.560	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	28.957	-7.678	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.030	1043.800						7.541	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	29.252	-8.057	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.130	1043.900						7.615	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	29.547	-8.435	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.230	1044.000						7.531	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	29.941	-8.940	-4.000	3.000	17.000	600.000	1722.000	1.000	5.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.330	1044.100						7.484	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	30.138	-9.192	-4.000	3.000	17.000	600.000	1722.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.430	1044.200						7.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	30.527	-9.700	-4.000	3.000	17.000	600.000	1724.000	1.000	5.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.530	1044.300						7.585	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	30.711	-9.962	-4.000	3.000	17.000	600.000	1725.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.630	1044.400						7.595	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	31.054	-10.502	-4.000	3.000	17.000	600.000	1727.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.730	1044.500						7.606	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	31.290	-10.920	-4.000	3.000	17.000	600.000	1728.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.830	1044.600						7.516	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	31.503	-11.350	-4.000	3.000	17.000	600.000	1729.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:37.930	1044.700						7.537	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	31.696	-11.790	-4.000	3.000	17.000	600.000	1731.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.030	1044.800						7.624	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	31.868	-12.238	-4.000	3.000	17.000	600.000	1732.000	1.000	6.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.130	1044.900						7.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	32.019	-12.693	-4.000	3.000	17.000	600.000	1734.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.230	1045.000						7.583	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	32.184	-13.311	-4.000	3.000	17.000	600.000	1735.000	1.000	5.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.330	1045.100						7.596	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	32.253	-13.624	-4.000	3.000	17.000	600.000	1736.000	1.000	5.000	8.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.430	1045.200						7.517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	300.000	300.000	32.359	-14.255	-4.000	3.000	17.000	600.000	1738.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.530	1045.300						7.610	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	32.397	-14.573	-4.000	3.000	17.000	600.000	1739.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.630	1045.400						7.614	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	300.000	300.000	32.442	-15.211	-4.000	3.000	17.000	600.000	1741.000	1.000	6.000	7.000	38.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.730	1045.500						7.567	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	277.000	300.000	32.521	-15.776	-3.125	3.000	17.000	600.000	1742.000	1.000	7.000	5.000	47.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.830	1045.600						7.573	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.093	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	1111.000	300.000	32.753	-15.882	-2.010	3.000	17.000	600.000	1742.000	1.000	3.000	3.000	23.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:38.930	1045.700						7.488	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.301	0.000	0.000	199.967				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5999.000	6000.000	3613.000	300.000	32.755	-15.882	3.304	3.000	17.000	600.000	1743.000	1.000	0.000	1.000	91.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.030	1045.800						7.498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.307	0.000	0.000	200.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	6000.000	6000.000	3688.000	300.000	32.755	-15.882	5.000	3.000	17.000	600.000	1743.000	1.000	0.000	2.000	1.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.130	1045.900						7.569	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.141	0.000	0.000	200.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	6000.000	6000.000	1695.000	300.000	32.755	-15.882	9.490	3.000	17.000	600.000	1744.000	1.000	0.000	2.000	88.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.230	1046.000						7.592	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.000	0.000	199.967				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5999.000	6000.000	176.000	300.000	32.754	-15.770	10.000	3.000	17.000	600.000	1745.000	1.000	0.000	4.000	33.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.330	1046.100						7.582	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	200.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	6000.000	6000.000	239.000	300.000	32.750	-15.287	10.000	3.000	17.000	600.000	1745.000	1.000	1.000	8.000	42.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.430	1046.200						7.524	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.057	0.000	0.000	199.967				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5999.000	6000.000	689.000	300.000	32.750	-15.287	5.889	3.000	17.000	600.000	1746.000	1.000	2.000	6.000	12.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.530	1046.300						7.518	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.061	0.000	0.000	200.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	6000.000	6000.000	733.000	200.000	32.750	-15.287	5.000	3.000	17.000	600.000	1747.000	1.000	2.000	7.000	66.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.630	1046.400						7.565	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	200.000				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	6000.000	6000.000	0.000	200.000	32.750	-15.287	5.000	3.000	17.000	600.000	1747.000	1.000	1.000	6.000	31.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.730	1046.500						7.568	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	199.967				0.000	0.000	0.000	0.000	0	0.000	0.000	0.000	0.000	5999.000	6000.000	0.000	200.000	32.750	-15.287	4.998	3.000	17.000	600.000	1747.000	1.000	1.000	6.000	30.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.830	1046.600						7.619	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	200.000	200.000	32.750	-15.287	4.607	3.000	17.000	600.000	1747.000	1.000	0.000	5.000	30.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:39.930	1046.700						7.526	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	200.000	200.000	32.750	-15.287	4.393	3.000	17.000	600.000	1747.000	1.000	1.000	5.000	30.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:40.030	1046.800						7.480	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	200.000	200.000	32.750	-15.287	3.967	3.000	17.000	600.000	1747.000	1.000	1.000	5.000	30.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:40.130	1046.900						7.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	200.000	200.000	32.750	-15.287	3.753	3.000	17.000	600.000	1747.000	1.000	0.000	5.000	30.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:40.230	1047.000						7.587	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	200.000	200.000	32.750	-15.287	3.327	3.000	17.000	600.000	1747.000	1.000	0.000	5.000	30.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:40.330	1047.100						7.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	199.967				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	5999.000	6000.000	200.000	200.000	32.750	-15.287	2.900	3.000	17.000	600.000	1747.000	1.000	0.000	5.000	30.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:40.430	1047.200						7.590	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	200.000	200.000	32.750	-15.287	2.687	3.000	17.000	600.000	1747.000	1.000	1.000	4.000	31.000	0.000	0.000	0.000	0.000	0.000	
260402 18:41:40.530	1047.300						7.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.000	0.000	200.000				0.000	0.000	0.000	0.000	1	0.000	0.000	0.000	0.000	6000.000	6000.000	200.000	200.000	32.750	-15.287	2.260	3.000	17.000	600.000	1747.000	1.000	0.000	4.000	30.000	0.000	0.000	0.000	0.000	0.000	
